session_id,visit_date,country,device_type,traffic_source,product_category_viewed,pages_viewed,time_on_site_minutes,added_to_cart,purchased,order_value_usd
692,2024-11-18,India,Desktop,Referral,Sports,5,6.63,0,0,0.0
693,2024-08-29,India,Desktop,Social Media,Beauty,6,7.33,0,0,0.0
694,2023-03-31,Australia,Tablet,Referral,Beauty,7,5.59,1,0,0.0
695,2023-03-09,USA,Tablet,Email,Home,5,5.67,0,0,0.0
696,2023-07-03,USA,Mobile,Social Media,Fashion,7,5.46,1,1,178.04
697,2024-04-15,Australia,Desktop,Direct,Home,5,2.7,1,1,46.14
698,2024-03-26,Australia,Mobile,Organic Search,Books,5,5.54,0,0,0.0
699,2024-05-11,UK,Desktop,Referral,Books,7,7.43,1,1,55.97
700,2024-07-17,USA,Mobile,Referral,Books,6,6.04,1,1,60.7
701,2024-12-01,Germany,Desktop,Referral,Home,4,6.19,0,1,60.91
702,2023-05-01,India,Desktop,Direct,Electronics,6,7.09,1,1,80.64
703,2024-05-14,USA,Mobile,Email,Home,12,4.21,0,0,0.0
704,2023-01-21,USA,Mobile,Social Media,Beauty,6,3.8,0,0,0.0
705,2023-09-15,USA,Desktop,Social Media,Home,9,2.57,1,0,0.0
706,2023-09-21,UK,Tablet,Direct,Sports,6,3.11,0,0,0.0
707,2023-01-11,India,Desktop,Direct,Home,4,8.52,0,0,0.0
708,2024-06-28,Australia,Mobile,Organic Search,Books,2,6.59,1,1,21.88
709,2024-05-10,India,Desktop,Social Media,Fashion,7,6.78,0,1,147.01
710,2024-08-14,Germany,Tablet,Referral,Books,5,4.0,1,1,97.21
711,2023-08-19,UK,Tablet,Organic Search,Books,5,3.13,0,0,0.0
712,2024-10-18,UK,Desktop,Referral,Fashion,7,4.84,1,0,0.0
713,2024-01-28,USA,Mobile,Email,Fashion,9,8.14,0,0,0.0
714,2024-04-17,Germany,Tablet,Referral,Home,4,2.99,1,1,64.36
715,2024-04-24,Germany,Tablet,Referral,Beauty,3,3.91,1,1,119.19
716,2023-05-05,Canada,Tablet,Paid Ads,Fashion,7,7.94,0,1,52.48
717,2023-10-15,Australia,Tablet,Organic Search,Sports,8,8.35,0,1,272.7
718,2024-06-25,Germany,Tablet,Direct,Home,6,7.21,1,0,0.0
719,2023-10-19,India,Tablet,Organic Search,Electronics,7,9.62,1,0,0.0
720,2024-07-19,Canada,Tablet,Paid Ads,Sports,5,7.12,0,0,0.0
721,2024-09-15,Canada,Mobile,Paid Ads,Home,3,6.75,0,0,0.0
722,2023-09-14,Canada,Desktop,Organic Search,Books,1,4.09,1,1,109.98
723,2023-03-27,USA,Tablet,Referral,Beauty,2,5.76,1,0,0.0
724,2024-04-13,India,Tablet,Email,Electronics,6,4.12,0,0,0.0
725,2024-02-24,Germany,Mobile,Referral,Beauty,4,1.82,0,0,0.0
726,2024-04-14,Germany,Tablet,Organic Search,Sports,4,6.29,1,1,33.74
727,2024-03-09,Germany,Tablet,Social Media,Books,5,3.99,0,0,0.0
728,2024-05-17,India,Desktop,Social Media,Electronics,9,7.67,0,0,0.0
729,2023-10-29,Australia,Mobile,Referral,Electronics,5,9.78,1,0,0.0
730,2023-03-11,India,Desktop,Social Media,Books,8,4.23,0,1,68.87
731,2024-01-12,India,Tablet,Organic Search,Electronics,8,2.69,0,0,0.0
732,2024-06-13,Germany,Mobile,Social Media,Beauty,9,5.24,0,1,19.08
733,2023-01-01,USA,Mobile,Direct,Books,7,6.78,1,0,0.0
734,2023-05-24,Australia,Desktop,Social Media,Beauty,3,4.4,1,0,0.0
735,2023-03-01,Germany,Desktop,Email,Electronics,5,5.4,0,0,0.0
736,2024-01-16,Australia,Tablet,Referral,Fashion,6,5.28,0,0,0.0
737,2023-03-05,Australia,Desktop,Organic Search,Fashion,6,9.16,0,0,0.0
738,2024-01-30,Canada,Desktop,Referral,Fashion,6,3.58,1,0,0.0
739,2023-08-29,Australia,Mobile,Organic Search,Electronics,8,6.39,0,0,0.0
740,2023-11-29,UK,Desktop,Direct,Books,3,7.93,0,1,150.08
741,2024-10-08,Canada,Desktop,Referral,Beauty,1,7.75,0,0,0.0
742,2024-03-04,USA,Mobile,Email,Home,5,7.32,1,1,46.17
743,2023-05-22,USA,Desktop,Paid Ads,Books,5,5.38,1,1,33.01
744,2023-08-28,India,Mobile,Direct,Beauty,5,8.83,1,0,0.0
745,2024-11-06,Canada,Mobile,Paid Ads,Fashion,5,7.55,1,1,94.61
746,2024-02-27,India,Mobile,Referral,Electronics,4,8.92,0,0,0.0
747,2024-10-27,Germany,Tablet,Direct,Books,3,5.52,0,0,0.0
748,2024-08-11,India,Mobile,Direct,Electronics,5,7.34,0,1,54.96
749,2023-04-05,Germany,Desktop,Paid Ads,Sports,5,8.93,0,0,0.0
750,2023-07-15,USA,Mobile,Paid Ads,Sports,7,4.7,1,0,0.0
751,2024-10-03,UK,Mobile,Direct,Sports,9,5.72,1,1,89.71
752,2023-11-04,UK,Tablet,Referral,Books,3,6.91,1,1,74.79
753,2023-08-09,UK,Mobile,Social Media,Fashion,7,4.8,0,1,115.15
754,2024-12-05,Australia,Tablet,Paid Ads,Beauty,4,7.24,1,1,46.74
755,2023-07-15,UK,Desktop,Organic Search,Sports,6,8.55,1,0,0.0
756,2024-07-31,Canada,Tablet,Paid Ads,Books,7,7.82,0,0,0.0
757,2023-02-11,Australia,Desktop,Referral,Beauty,4,7.01,0,0,0.0
758,2024-07-13,India,Desktop,Direct,Books,6,6.68,0,0,0.0
759,2023-03-15,Germany,Tablet,Social Media,Books,7,3.0,1,1,65.41
760,2023-09-02,Germany,Desktop,Paid Ads,Home,4,3.16,0,0,0.0
761,2023-03-07,Germany,Mobile,Referral,Beauty,5,4.24,1,0,0.0
762,2024-02-18,USA,Mobile,Social Media,Books,8,6.59,1,0,0.0
763,2023-09-10,USA,Desktop,Organic Search,Sports,7,6.98,0,0,0.0
764,2023-05-12,Germany,Desktop,Referral,Sports,6,5.54,0,1,39.19
765,2024-09-06,USA,Desktop,Paid Ads,Home,3,1.0,1,0,0.0
766,2024-06-23,USA,Desktop,Direct,Electronics,6,5.12,1,0,0.0
767,2023-01-10,Germany,Desktop,Organic Search,Sports,2,4.81,1,0,0.0
768,2024-12-30,Australia,Mobile,Organic Search,Home,6,5.24,1,0,0.0
769,2023-12-12,Germany,Tablet,Referral,Sports,3,3.46,0,0,0.0
770,2024-12-24,India,Mobile,Paid Ads,Sports,12,4.46,0,0,0.0
771,2023-02-28,Australia,Tablet,Referral,Fashion,5,3.55,1,0,0.0
772,2023-11-05,Germany,Mobile,Social Media,Home,7,2.51,1,0,0.0
773,2024-04-29,India,Mobile,Paid Ads,Books,6,4.16,0,1,48.89
774,2024-09-29,India,Tablet,Email,Fashion,3,4.37,1,0,0.0
775,2023-06-16,Australia,Tablet,Direct,Fashion,6,3.98,0,0,0.0
776,2023-12-19,Germany,Mobile,Referral,Home,3,6.9,1,1,50.39
777,2024-06-08,UK,Desktop,Email,Sports,6,6.55,1,1,69.71
778,2024-09-09,Australia,Desktop,Social Media,Home,4,6.27,0,0,0.0
779,2024-12-20,UK,Tablet,Email,Beauty,5,2.89,0,1,184.69
780,2024-05-06,India,Tablet,Email,Home,2,4.94,0,0,0.0
781,2024-01-08,USA,Desktop,Social Media,Beauty,9,3.89,1,0,0.0
782,2024-08-06,India,Tablet,Paid Ads,Books,5,7.04,1,0,0.0
783,2023-03-22,USA,Mobile,Social Media,Sports,5,5.86,0,1,49.53
784,2023-08-01,Canada,Tablet,Direct,Beauty,7,4.99,1,1,8.45
785,2024-10-12,UK,Mobile,Paid Ads,Home,5,10.71,1,1,63.63
786,2023-07-11,USA,Desktop,Referral,Fashion,8,2.6,1,0,0.0
787,2023-08-09,Germany,Tablet,Direct,Books,9,6.12,0,0,0.0
788,2023-10-27,UK,Desktop,Email,Books,4,2.76,1,0,0.0
789,2023-07-27,Australia,Tablet,Email,Beauty,8,5.96,0,0,0.0
790,2023-08-16,USA,Tablet,Social Media,Fashion,3,2.51,0,0,0.0
791,2024-09-08,USA,Tablet,Referral,Beauty,6,4.38,1,1,28.89
792,2023-05-21,USA,Tablet,Direct,Electronics,9,5.19,0,0,0.0
793,2024-01-25,Canada,Mobile,Organic Search,Books,2,2.82,0,0,0.0
794,2024-12-04,India,Mobile,Email,Fashion,7,6.29,1,1,62.39
795,2023-11-23,Australia,Mobile,Organic Search,Books,4,6.18,1,1,70.2
796,2024-11-04,USA,Mobile,Paid Ads,Sports,6,6.95,0,0,0.0
797,2024-02-10,Germany,Desktop,Organic Search,Sports,7,4.59,0,0,0.0
798,2023-04-09,Australia,Tablet,Referral,Beauty,6,5.17,0,1,68.35
799,2024-05-02,Australia,Desktop,Organic Search,Electronics,6,4.89,1,1,32.06
800,2024-12-09,Canada,Tablet,Email,Electronics,8,4.86,0,1,57.45
801,2023-08-22,India,Tablet,Direct,Home,12,4.57,0,0,0.0
802,2024-05-28,Canada,Desktop,Organic Search,Sports,6,2.99,0,0,0.0
803,2023-05-11,Australia,Tablet,Email,Fashion,10,7.64,1,1,57.07
804,2024-06-04,India,Mobile,Referral,Fashion,3,9.3,1,1,65.69
805,2024-02-03,USA,Mobile,Referral,Sports,3,3.08,0,0,0.0
806,2023-05-27,UK,Desktop,Social Media,Beauty,5,3.77,0,1,67.22
807,2024-07-17,India,Desktop,Email,Beauty,7,3.33,1,0,0.0
808,2023-08-25,Canada,Mobile,Direct,Fashion,9,6.53,0,0,0.0
809,2024-12-11,UK,Tablet,Organic Search,Books,7,2.59,0,0,0.0
810,2024-04-18,Australia,Mobile,Organic Search,Beauty,5,11.96,1,1,61.08
811,2024-06-18,Germany,Desktop,Referral,Beauty,2,6.14,0,0,0.0
812,2023-02-24,India,Tablet,Organic Search,Books,5,2.95,0,1,88.65
813,2023-01-28,USA,Mobile,Email,Beauty,6,3.65,1,0,0.0
814,2023-06-05,Australia,Desktop,Referral,Electronics,10,6.06,1,1,11.36
815,2024-02-28,Canada,Mobile,Paid Ads,Fashion,8,6.88,1,1,53.84
816,2023-10-13,Australia,Tablet,Email,Home,6,7.1,0,0,0.0
817,2023-03-12,India,Mobile,Direct,Home,5,4.53,0,0,0.0
818,2024-06-10,Canada,Tablet,Direct,Electronics,4,6.46,0,0,0.0
819,2023-11-30,USA,Desktop,Organic Search,Fashion,7,4.32,0,1,31.87
820,2024-02-09,Canada,Mobile,Direct,Beauty,5,4.34,0,0,0.0
821,2024-06-07,India,Desktop,Paid Ads,Sports,5,4.67,1,0,0.0
822,2024-07-18,USA,Tablet,Email,Books,6,8.43,1,1,44.18
823,2024-12-06,Canada,Desktop,Email,Books,6,9.43,0,0,0.0
824,2024-03-31,USA,Tablet,Direct,Electronics,5,5.14,1,0,0.0
825,2023-10-16,Canada,Tablet,Social Media,Electronics,4,3.4,0,0,0.0
826,2024-06-19,India,Desktop,Paid Ads,Electronics,5,3.34,0,0,0.0
827,2024-03-10,UK,Tablet,Referral,Sports,5,8.34,0,0,0.0
828,2023-09-02,Germany,Desktop,Organic Search,Books,4,6.46,1,0,0.0
829,2024-10-22,UK,Desktop,Email,Fashion,4,6.25,1,0,0.0
830,2024-01-27,UK,Tablet,Email,Beauty,4,8.7,1,1,67.94
831,2024-06-09,USA,Tablet,Referral,Books,7,3.66,1,1,77.73
832,2023-11-30,Germany,Mobile,Referral,Home,4,7.18,1,1,129.73
833,2023-11-16,USA,Tablet,Organic Search,Electronics,5,5.17,1,0,0.0
834,2023-11-07,UK,Mobile,Email,Books,4,4.32,0,0,0.0
835,2023-03-19,Australia,Mobile,Direct,Beauty,9,10.49,1,0,0.0
836,2023-05-27,UK,Desktop,Organic Search,Electronics,7,1.0,1,1,33.29
837,2023-04-13,India,Desktop,Email,Home,5,5.42,1,0,0.0
838,2024-06-29,UK,Mobile,Paid Ads,Electronics,6,7.15,1,1,43.96
839,2023-12-09,USA,Desktop,Email,Sports,1,2.18,0,0,0.0
840,2024-10-06,Canada,Tablet,Email,Electronics,6,7.54,1,1,74.46
841,2023-05-30,India,Mobile,Social Media,Sports,3,8.79,0,0,0.0
842,2024-06-15,India,Tablet,Referral,Home,6,7.54,0,0,0.0
843,2023-01-12,Germany,Mobile,Social Media,Beauty,7,7.46,0,0,0.0
844,2023-11-15,Germany,Mobile,Direct,Sports,7,5.05,1,0,0.0
845,2024-05-11,USA,Tablet,Referral,Fashion,4,9.35,1,0,0.0
846,2024-08-17,Australia,Desktop,Paid Ads,Fashion,3,6.21,0,1,52.44
847,2024-08-18,UK,Desktop,Social Media,Beauty,6,6.74,0,0,0.0
848,2024-04-08,USA,Mobile,Paid Ads,Beauty,7,2.88,0,0,0.0
849,2023-01-26,UK,Desktop,Social Media,Beauty,7,7.04,1,0,0.0
850,2024-09-02,India,Desktop,Social Media,Fashion,9,5.66,0,1,45.25
851,2024-10-25,Australia,Tablet,Email,Sports,8,9.06,1,0,0.0
852,2024-01-24,Canada,Mobile,Email,Electronics,5,7.95,0,0,0.0
853,2023-02-26,USA,Desktop,Organic Search,Beauty,6,6.53,1,0,0.0
854,2024-05-28,UK,Tablet,Email,Home,8,6.24,1,0,0.0
855,2024-10-09,Germany,Desktop,Email,Books,10,5.12,1,0,0.0
856,2023-03-09,Canada,Mobile,Social Media,Home,8,3.24,0,1,198.64
857,2023-06-01,Canada,Tablet,Paid Ads,Beauty,6,6.97,1,1,23.6
858,2024-09-28,UK,Mobile,Email,Home,12,4.13,0,1,27.3
859,2024-05-05,UK,Tablet,Direct,Books,6,5.21,1,0,0.0
860,2023-04-30,Germany,Tablet,Paid Ads,Home,2,5.17,1,1,111.13
861,2024-02-02,Germany,Desktop,Email,Home,8,9.64,1,1,12.37
862,2023-06-17,India,Tablet,Paid Ads,Sports,8,7.77,0,0,0.0
863,2024-02-13,Canada,Mobile,Direct,Sports,6,9.93,0,1,64.67
864,2023-08-02,India,Tablet,Email,Books,4,6.51,1,0,0.0
865,2023-10-06,USA,Desktop,Social Media,Books,5,2.55,0,1,59.98
866,2023-09-16,India,Desktop,Direct,Beauty,7,3.85,0,0,0.0
867,2024-01-26,USA,Tablet,Social Media,Fashion,7,5.7,1,1,34.18
868,2023-01-10,UK,Tablet,Paid Ads,Books,11,5.86,0,0,0.0
869,2024-07-01,Germany,Desktop,Organic Search,Beauty,4,6.04,0,1,136.41
870,2024-08-02,Canada,Desktop,Referral,Beauty,6,5.96,1,0,0.0
871,2024-03-18,Canada,Tablet,Direct,Beauty,7,3.67,1,0,0.0
872,2024-10-01,Canada,Mobile,Social Media,Books,7,2.98,0,1,87.93
873,2024-01-03,Canada,Tablet,Direct,Electronics,7,7.8,0,1,60.01
874,2024-10-25,India,Mobile,Direct,Books,2,5.79,1,1,104.68
875,2024-07-04,UK,Mobile,Direct,Sports,4,3.22,0,0,0.0
876,2023-04-20,India,Tablet,Direct,Books,3,7.59,0,1,177.61
877,2024-05-07,Australia,Desktop,Social Media,Beauty,8,5.96,0,0,0.0
878,2024-03-01,India,Mobile,Organic Search,Home,3,5.5,0,0,0.0
879,2023-12-16,USA,Tablet,Direct,Sports,5,8.32,0,0,0.0
880,2024-04-21,Canada,Tablet,Direct,Sports,5,7.56,0,0,0.0
881,2024-06-27,USA,Desktop,Social Media,Beauty,9,3.87,0,0,0.0
882,2023-10-31,Germany,Tablet,Referral,Books,4,8.04,1,0,0.0
883,2024-01-17,Canada,Mobile,Social Media,Electronics,5,4.92,1,0,0.0
884,2023-04-01,Germany,Mobile,Social Media,Beauty,5,2.2,1,0,0.0
885,2024-04-18,India,Mobile,Direct,Fashion,4,6.05,0,0,0.0
886,2024-08-06,UK,Desktop,Social Media,Beauty,3,7.79,1,1,35.74
887,2024-01-13,USA,Tablet,Email,Home,7,5.64,0,0,0.0
888,2023-10-23,Germany,Mobile,Email,Books,7,10.56,0,1,36.82
889,2023-07-28,Australia,Desktop,Social Media,Electronics,5,6.32,0,0,0.0
890,2024-12-21,UK,Mobile,Direct,Electronics,7,3.56,1,1,42.3
891,2023-07-23,India,Desktop,Direct,Electronics,6,6.44,0,0,0.0
892,2023-10-16,Australia,Mobile,Direct,Fashion,5,4.94,0,0,0.0
893,2024-12-22,Canada,Mobile,Referral,Fashion,4,3.85,1,0,0.0
894,2023-03-06,UK,Tablet,Email,Beauty,9,6.68,0,0,0.0
895,2024-02-14,USA,Desktop,Direct,Fashion,6,9.83,0,0,0.0
896,2024-10-23,USA,Tablet,Direct,Beauty,4,5.77,0,0,0.0
897,2024-06-13,Germany,Mobile,Direct,Sports,4,7.09,1,1,15.5
898,2023-08-25,USA,Desktop,Referral,Beauty,4,5.41,0,1,175.91
899,2023-03-02,Germany,Mobile,Direct,Fashion,3,6.21,0,0,0.0
900,2023-01-08,USA,Desktop,Direct,Electronics,9,5.5,0,0,0.0
901,2024-06-08,Canada,Mobile,Referral,Fashion,10,3.33,1,0,0.0
902,2024-03-28,UK,Desktop,Paid Ads,Beauty,4,6.47,0,0,0.0
903,2023-07-13,India,Desktop,Direct,Beauty,7,1.0,0,0,0.0
904,2023-04-27,Canada,Tablet,Social Media,Sports,10,9.21,0,0,0.0
905,2024-03-29,Germany,Tablet,Email,Sports,7,2.42,0,0,0.0
906,2024-02-01,India,Desktop,Social Media,Beauty,3,2.25,0,0,0.0
907,2024-01-20,Canada,Mobile,Direct,Books,8,10.09,1,1,100.72
908,2023-02-21,UK,Tablet,Referral,Electronics,9,7.26,1,0,0.0
909,2024-11-28,Australia,Mobile,Social Media,Electronics,5,7.88,0,1,114.05
910,2024-09-13,USA,Desktop,Organic Search,Fashion,5,2.59,1,0,0.0
911,2023-10-02,UK,Tablet,Paid Ads,Sports,4,5.37,1,0,0.0
912,2023-11-20,Germany,Desktop,Referral,Fashion,11,6.77,1,0,0.0
913,2023-09-14,Canada,Desktop,Email,Fashion,4,8.86,1,1,32.64
914,2024-04-24,Germany,Tablet,Referral,Books,6,8.64,0,1,6.81
915,2023-07-28,Australia,Mobile,Referral,Fashion,4,6.55,1,0,0.0
916,2023-09-30,Germany,Desktop,Paid Ads,Fashion,4,4.61,0,0,0.0
917,2023-11-12,UK,Desktop,Referral,Electronics,7,7.28,1,1,218.96
918,2024-12-08,UK,Mobile,Email,Fashion,2,5.62,0,0,0.0
919,2023-06-14,USA,Desktop,Referral,Sports,9,6.13,0,1,311.06
920,2023-02-25,Australia,Desktop,Email,Books,5,2.55,0,1,31.69
921,2023-03-20,Germany,Desktop,Direct,Beauty,7,5.37,1,0,0.0
922,2023-03-12,Germany,Mobile,Organic Search,Sports,9,2.64,1,1,20.61
923,2023-04-13,India,Mobile,Social Media,Electronics,1,3.32,1,0,0.0
924,2024-06-13,UK,Mobile,Referral,Home,6,5.36,1,1,154.51
925,2024-12-26,USA,Desktop,Referral,Books,6,6.58,0,1,130.87
926,2024-06-23,Germany,Tablet,Referral,Electronics,11,7.86,0,0,0.0
927,2024-04-08,Canada,Mobile,Social Media,Sports,5,2.64,1,1,44.04
928,2023-07-05,UK,Tablet,Organic Search,Books,11,7.06,0,1,156.26
929,2023-10-07,Germany,Tablet,Paid Ads,Beauty,5,1.0,0,0,0.0
930,2023-02-16,India,Tablet,Direct,Fashion,12,7.09,0,1,21.97
931,2024-09-17,UK,Mobile,Email,Home,4,6.74,0,0,0.0
932,2023-02-04,UK,Mobile,Email,Electronics,6,7.18,1,0,0.0
933,2024-11-17,USA,Mobile,Direct,Sports,4,5.84,0,0,0.0
934,2023-01-29,Australia,Desktop,Direct,Sports,7,4.51,1,1,100.33
935,2024-05-08,Australia,Desktop,Paid Ads,Sports,8,5.32,0,0,0.0
936,2023-01-21,USA,Mobile,Paid Ads,Electronics,6,6.0,0,1,101.88
937,2024-09-12,Canada,Desktop,Referral,Home,9,2.73,0,0,0.0
938,2024-07-08,Canada,Tablet,Paid Ads,Home,3,5.65,1,0,0.0
939,2023-06-01,Australia,Desktop,Social Media,Sports,5,8.72,0,1,81.57
940,2023-06-22,UK,Tablet,Direct,Electronics,11,4.12,0,0,0.0
941,2024-10-04,USA,Desktop,Organic Search,Home,3,8.61,1,0,0.0
942,2023-03-22,Australia,Mobile,Direct,Fashion,5,4.19,0,1,47.87
943,2024-05-11,USA,Mobile,Direct,Home,7,8.27,0,0,0.0
944,2023-04-15,USA,Tablet,Email,Beauty,6,3.26,1,1,109.21
945,2023-10-04,USA,Tablet,Direct,Home,3,6.65,0,1,101.37
946,2024-04-06,Australia,Desktop,Email,Beauty,3,5.64,0,0,0.0
947,2023-09-17,India,Tablet,Organic Search,Beauty,6,5.72,1,1,39.0
948,2024-11-20,Canada,Tablet,Social Media,Books,7,5.62,1,0,0.0
949,2024-06-30,UK,Desktop,Email,Home,8,2.38,0,0,0.0
950,2024-03-25,Canada,Mobile,Direct,Electronics,2,4.1,0,0,0.0
951,2024-03-12,Australia,Desktop,Direct,Books,8,5.37,0,0,0.0
952,2023-04-05,Australia,Desktop,Organic Search,Sports,3,7.48,0,0,0.0
953,2024-07-08,Germany,Mobile,Email,Fashion,9,8.65,0,0,0.0
954,2024-07-14,Germany,Desktop,Social Media,Home,7,7.68,0,0,0.0
955,2024-06-18,UK,Tablet,Referral,Fashion,8,2.37,0,0,0.0
956,2023-06-24,Canada,Desktop,Social Media,Books,9,3.46,0,0,0.0
957,2023-09-19,India,Mobile,Organic Search,Books,4,7.04,1,1,56.06
958,2023-11-08,Germany,Mobile,Organic Search,Fashion,5,9.68,1,0,0.0
959,2023-08-24,Germany,Desktop,Organic Search,Beauty,6,6.25,1,0,0.0
960,2024-10-28,USA,Tablet,Paid Ads,Books,3,8.55,1,1,92.03
961,2023-01-26,UK,Mobile,Social Media,Electronics,4,6.48,0,0,0.0
962,2024-10-07,Australia,Desktop,Social Media,Electronics,8,4.38,1,1,32.11
963,2023-11-13,UK,Tablet,Direct,Fashion,9,3.2,1,1,14.75
964,2023-01-23,India,Desktop,Direct,Home,7,5.76,1,0,0.0
965,2024-10-22,Australia,Tablet,Paid Ads,Beauty,5,4.55,1,1,13.79
966,2023-06-13,Australia,Mobile,Direct,Electronics,9,5.49,0,1,156.59
967,2024-02-26,India,Mobile,Email,Electronics,6,8.32,0,0,0.0
968,2024-09-27,USA,Tablet,Paid Ads,Sports,5,5.13,1,1,90.05
969,2024-11-13,Australia,Desktop,Organic Search,Electronics,9,7.83,0,0,0.0
970,2024-08-08,Australia,Desktop,Organic Search,Beauty,7,9.35,0,1,22.83
971,2023-02-12,Australia,Mobile,Email,Electronics,6,4.99,0,0,0.0
972,2023-12-25,USA,Desktop,Organic Search,Books,8,6.48,1,0,0.0
973,2024-11-15,India,Mobile,Social Media,Home,9,6.36,0,0,0.0
974,2024-04-17,UK,Mobile,Email,Fashion,11,7.27,0,0,0.0
975,2023-05-22,Australia,Tablet,Paid Ads,Electronics,2,9.84,1,0,0.0
976,2024-06-14,Canada,Tablet,Organic Search,Sports,8,6.4,0,0,0.0
977,2024-05-14,Australia,Mobile,Email,Home,5,4.28,1,1,79.31
978,2023-10-01,Australia,Mobile,Direct,Books,2,4.94,1,0,0.0
979,2023-09-13,USA,Desktop,Referral,Books,6,5.22,0,0,0.0
980,2023-11-25,Germany,Mobile,Organic Search,Electronics,6,2.17,0,0,0.0
981,2024-07-30,USA,Mobile,Referral,Books,8,7.24,0,1,58.59
982,2023-01-30,Germany,Desktop,Email,Home,5,8.18,1,0,0.0
983,2023-05-25,USA,Mobile,Social Media,Books,1,6.2,1,1,95.86
984,2024-09-16,India,Mobile,Referral,Sports,8,8.89,1,1,9.22
985,2023-01-27,Canada,Tablet,Referral,Home,4,6.07,1,0,0.0
986,2024-12-03,Australia,Mobile,Direct,Home,12,7.41,1,0,0.0
987,2023-03-12,USA,Tablet,Referral,Sports,3,3.52,0,0,0.0
988,2024-04-22,USA,Tablet,Email,Home,9,5.83,0,0,0.0
989,2024-05-12,Australia,Mobile,Paid Ads,Beauty,7,8.14,1,0,0.0
990,2024-09-04,Germany,Mobile,Paid Ads,Beauty,8,3.51,0,0,0.0
991,2024-12-24,Australia,Tablet,Organic Search,Sports,9,3.17,1,0,0.0
992,2024-10-28,India,Desktop,Social Media,Fashion,6,3.26,0,0,0.0
993,2024-07-06,Germany,Tablet,Email,Home,8,3.58,0,0,0.0
994,2024-01-16,Canada,Tablet,Paid Ads,Beauty,5,6.76,1,0,0.0
995,2024-11-18,India,Mobile,Referral,Electronics,4,7.74,0,0,0.0
996,2023-04-02,India,Desktop,Paid Ads,Electronics,7,4.14,1,0,0.0
997,2023-12-08,India,Desktop,Referral,Home,6,5.34,1,1,46.1
998,2024-02-16,Australia,Tablet,Referral,Beauty,3,5.64,1,0,0.0
999,2024-05-02,Germany,Tablet,Email,Electronics,6,4.81,0,1,140.37
1000,2024-09-09,Australia,Tablet,Referral,Sports,7,3.21,1,1,166.19
1001,2024-03-16,USA,Desktop,Organic Search,Home,5,6.96,0,0,0.0
1002,2023-04-14,India,Tablet,Paid Ads,Fashion,5,4.85,0,0,0.0
1003,2023-09-01,Canada,Desktop,Email,Sports,6,5.8,0,1,69.1
1004,2024-10-20,Australia,Tablet,Direct,Books,5,6.0,1,0,0.0
1005,2024-09-02,India,Desktop,Direct,Beauty,2,6.11,0,0,0.0
1006,2023-10-27,Australia,Mobile,Organic Search,Fashion,7,4.15,1,0,0.0
1007,2024-11-10,India,Desktop,Organic Search,Beauty,4,8.58,0,1,53.68
1008,2023-08-28,Canada,Tablet,Organic Search,Home,5,4.54,0,0,0.0
1009,2023-11-04,Australia,Tablet,Direct,Books,9,5.53,0,1,1.46
1010,2024-08-14,USA,Mobile,Organic Search,Books,5,8.81,0,0,0.0
1011,2024-10-07,USA,Tablet,Organic Search,Fashion,7,6.46,1,1,66.74
1012,2024-01-24,Germany,Desktop,Referral,Sports,4,4.65,1,0,0.0
1013,2023-10-02,Australia,Desktop,Paid Ads,Home,6,6.32,0,0,0.0
1014,2023-07-27,USA,Tablet,Social Media,Books,9,9.27,0,0,0.0
1015,2023-10-21,India,Mobile,Social Media,Beauty,5,5.13,1,0,0.0
1016,2023-11-26,UK,Tablet,Organic Search,Home,4,8.1,1,1,143.08
1017,2024-09-11,Australia,Tablet,Direct,Electronics,6,9.23,0,0,0.0
1018,2023-04-25,Germany,Desktop,Referral,Home,3,3.01,1,0,0.0
1019,2023-03-23,India,Desktop,Referral,Fashion,2,7.45,0,0,0.0
1020,2024-06-18,UK,Mobile,Social Media,Electronics,8,6.1,1,0,0.0
1021,2024-01-05,Canada,Tablet,Direct,Electronics,10,5.61,0,1,148.03
1022,2023-08-31,USA,Tablet,Referral,Electronics,7,5.34,1,0,0.0
1023,2024-06-17,India,Mobile,Paid Ads,Electronics,4,8.31,0,1,26.25
1024,2024-07-26,Germany,Desktop,Email,Fashion,6,4.15,1,1,98.4
1025,2024-01-06,USA,Mobile,Referral,Books,6,5.34,1,1,59.89
1026,2024-01-22,Australia,Tablet,Email,Fashion,6,6.14,0,1,144.38
1027,2023-05-31,UK,Mobile,Email,Books,5,3.72,0,1,78.47
1028,2024-07-28,UK,Desktop,Organic Search,Sports,2,4.39,0,0,0.0
1029,2024-05-26,UK,Mobile,Referral,Books,6,5.68,1,0,0.0
1030,2024-11-07,India,Mobile,Paid Ads,Sports,4,6.74,1,1,30.74
1031,2024-11-06,India,Desktop,Organic Search,Beauty,4,4.3,1,0,0.0
1032,2024-06-10,UK,Desktop,Social Media,Electronics,2,4.15,0,0,0.0
1033,2023-08-07,Canada,Desktop,Organic Search,Home,7,9.29,0,0,0.0
1034,2024-02-23,USA,Desktop,Referral,Home,8,6.65,1,1,49.79
1035,2024-05-14,Australia,Tablet,Paid Ads,Beauty,2,1.91,0,1,80.17
1036,2024-10-30,UK,Tablet,Email,Fashion,7,5.85,0,0,0.0
1037,2023-01-13,Australia,Tablet,Paid Ads,Fashion,9,6.6,1,1,118.4
